day 2 eff training
rearing (l), nosepoking (p) and grooming (k) rated for 32 minutes
2 min. acclimation and 30 min. session

rat#105

12   182262	   185306	p
13   216291	   218955	p
14   407506	   410240	p
15   442726	   448565	p
16   469174	   469805	p
17   483785	   484977	k
18   510424	   514019	l
19   524904	   526196	l
20   535189	   539726	p
21   562679	   563210	p
22   564481	   565553	p
23   566695	   569078	p
24   571271	   574255	p
25   588195	   591270	p
26   623206	   628614	l
27   634392	   634782	l
28   641853	   649393	l
29   673849	   674339	p
30   696962	   698414	p
31   699926	   703962	l
32   737210	   742387	p
33   745672	   746473	l
34   751040	   758040	l
35   768995	   769536	l
36   778920	   781724	l
37   784147	   786360	l
38   789715	   792239	p
39   807210	   810525	l
40   815182	   820149	l
41   820560	   821090	p
42   824696	   825156	p
43   845515	   848790	l
44   855670	   856732	l
45   861348	   864633	l
46   879584	   880486	p
47   880986	   881998	l
48   912061	   913553	l
49   914184	   920623	p
50   921164	   925851	p
51   926462	   939240	p
52   941363	   944648	p
53   946350	   947652	p
54   956535	   960010	l
55   988491	   991105	p
56   995631	   996062	p
57   1011224	   1015290	l
58   1027327	   1029129	l
59   1040496	   1049309	p
60   1050170	   1051912	p
61   1066123	   1067775	l
62   1070679	   1073243	l
63   1113571	   1132989	p
64   1154430	   1159056	k
65   1164855	   1189670	k
66   1190942	   1197231	k
67   1198743	   1228336	k
68   1237679	   1246522	k
69   1261434	   1278799	p
70   1281923	   1286179	p
71   1300580	   1305687	l
72   1307540	   1309853	l
73   1310214	   1315521	l
74   1315692	   1316493	p
75   1322401	   1329381	l
76   1330283	   1333818	l
77   1335710	   1341939	l
78   1352174	   1355148	l
79   1355539	   1359174	l
80   1359845	   1360416	p
81   1365653	   1366955	l
82   1372003	   1374736	l
83   1380825	   1383769	p
84   1402166	   1403137	l
85   1403888	   1406572	l
86   1414173	   1417738	l
87   1419190	   1419831	l
88   1425179	   1426551	p
89   1429705	   1432349	l
90   1476162	   1476903	k
91   1480719	   1482061	l
92   1713093	   1722206	k
93   1724750	   1736116	k
94   1834698	   1920251	k

rat#123

1   11867	   14901	p
2   33438	   35050	l
3   64012	   65484	l
4   67257	   67747	p
5   75949	   76530	p
6   81227	   83029	l
7   90941	   93424	l
8   105522	   105982	l
9   106813	   112371	k
10   119902	   120513	l
11   127613	   129646	l
12   138309	   141994	p
13   154933	   155143	l
14   156355	   157076	l
15   169684	   172969	l
16   179708	   180249	p
17   366847	   383932	k
18   452010	   453071	p
19   455425	   456016	l
20   465920	   467632	l
21   488042	   491967	l
22   493580	   494100	l
23   498437	   498957	l
24   500509	   503544	l
25   515391	   516032	p
26   516843	   517754	l
27   529391	   532175	l
28   538023	   541008	l
29   589387	   590329	l
30   596247	   597138	l
31   597789	   598550	l
32   609496	   611529	l
33   618269	   622235	l
34   626551	   629375	l
35   635874	   636785	p
36   642884	   645328	l
37   660089	   666368	p
38   669823	   671155	p
39   705154	   712114	p
40   730340	   731502	l
41   738041	   738532	p
42   745502	   751721	p
43   769747	   787322	k
44   809233	   812498	l
45   829763	   830394	l
46   830875	   831315	l
47   832397	   832907	l
48   833418	   834470	l
49   836342	   840138	l
50   846357	   849531	l
51   853207	   856842	l
52   876801	   879354	l
53   880906	   882409	l
54   883650	   886174	l
55   898692	   899453	p
56   902508	   908146	p
57   950767	   951929	l
58   987159	   991876	l
59   999177	   1001961	l
60   1019576	   1021489	l
61   1024233	   1029821	l
62   1031974	   1037812	p
63   1039815	   1041167	p
64   1046144	   1047045	l
65   1047877	   1048437	l
66   1051872	   1053935	l
67   1075967	   1077810	l
68   1080574	   1087794	l
69   1094704	   1099931	l
70   1110667	   1112149	l
71   1120571	   1122534	l
72   1122724	   1124076	p
73   1125438	   1127922	p
74   1129274	   1130525	l
75   1130956	   1132819	p
76   1156463	   1158556	l
